STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,VERSION,Version,TIME_PERIOD,Time period,OBS_VALUE,Observation value,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2005,,3.015872955,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2005,,2.595238209,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2005,,2.706349134,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2004,,2.357142925,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2004,,3.015872955,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2004,,2.595238209,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2004,,2.706349134,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2003,,2.357142925,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2003,,3.015872955,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2003,,2.595238209,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2003,,2.706349134,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2002,,2.357142925,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2002,,3.015872955,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2011,,3.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2010,,3,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2010,,2,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2010,,1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2010,,3.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2009,,3,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2009,,2,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2009,,1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2009,,3.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2008,,3,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2008,,2,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2008,,1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2008,,3.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2007,,3,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2007,,2,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2007,,1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2007,,3.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2006,,3.25,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2006,,2,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2006,,1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2006,,3.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2005,,3.25,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2005,,2,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2005,,1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2005,,3.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2004,,3.25,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2004,,2,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2004,,1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2004,,3.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2003,,3.25,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2003,,2,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2003,,1.5,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2003,,3.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2002,,3.25,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2002,,2.375,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2002,,2,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2002,,3.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2001,,3.25,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2001,,3.25,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2001,,2,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2001,,3.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2000,,3.25,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2000,,3.25,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2000,,2,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2000,,3.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),1999,,3.25,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),1999,,3.625,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),1999,,2,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),1999,,3.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),1998,,3.25,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),1998,,3.625,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),1998,,2,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),1998,,3.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),1997,,3.25,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),1997,,4.75,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),1997,,2.5,,F,Free (free for publication),2,Two,A,Normal value,0,Units
