STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,VERSION,Version,TIME_PERIOD,Time period,OBS_VALUE,Observation value,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),1997,,3.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),1996,,3.25,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),1996,,4.75,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),1996,,3.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),1996,,3.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),1995,,3.25,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),1995,,4.75,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),1995,,3.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),1995,,3.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2019,,2.047619104,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2019,,2.557539701,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2019,,2.595238209,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2019,,2.559523821,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2018,,1.964285731,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2018,,2.474206448,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2018,,2.595238209,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2018,,2.559523821,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2017,,1.964285731,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2017,,2.474206448,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2017,,2.595238209,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2017,,2.496031761,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2016,,1.964285731,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2016,,2.474206448,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2016,,2.595238209,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2016,,2.496031761,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2015,,1.964285731,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2015,,2.932539701,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2015,,2.595238209,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2015,,2.496031761,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2014,,1.964285731,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2014,,2.932539701,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2014,,2.595238209,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2014,,2.496031761,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2013,,1.964285731,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_R,Individual dismissals (regular contracts),0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2013,,2.932539701,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2019,,2.46875,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2019,,3.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2019,,1.375,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2019,,3,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2018,,2.46875,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2018,,1.625,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2018,,1.375,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2018,,3,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2017,,2.46875,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2017,,1.625,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2017,,1.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2017,,3,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2016,,2.46875,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2016,,1.625,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2016,,1.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2016,,3,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2015,,2.46875,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2015,,1.625,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2015,,1.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2015,,3.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2014,,2.46875,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2014,,2,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2014,,1.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2014,,3.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2013,,2.5625,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2013,,2,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2013,,1.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2013,,3.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2012,,2.6875,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2012,,2,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2012,,1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2012,,3.125,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ESP,Spain,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2011,,2.5625,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_T,Temporary contracts,0_TO_6,0-6 scale,VERSION1,Version 1 (1985-2019),2011,,2,,F,Free (free for publication),2,Two,A,Normal value,0,Units
